TEXT	LABEL
"During the 2020 fiscal year and after sharing this as part of our environmental roadmap with the top management and the Board committee that oversees sustainability, we have engaged an external consulting company to support us on setting Science Based Targets to renew our carbon reduction targets. We selected 2019 as a base year because due to the pandemics we considered that 2020 wasn't a representative year as a significant portion of our staff and management team members were working remotely. This target covers  Scope 1 (gas consumption and company's fleet) 46,076 tCO2e + Scope 2 (purchased electricity) 6,456 tCO2e and scope 3 (business travel) 40,642 tCO2e. + significant decrease of our emissions correspond to a reduction in electricity consumption usage and on business travel related to the pandemics"	Positive
"ABS 3 target for scope 1 only includes the Netherlands as a region. No data is available for other regions.This scope 1 only includes Lease Car Emissions in the Netherlands. We  set our target for a reduction of 43% compared to the base year 2013. From 20,090 Ton CO2 to 5,540 Ton CO2 in 2020 is a reduction of 72% and we have thus  achieved our Abs 3 target.  Page 14 includes the CO2 figures for our scope 1 lease car employee commute emissions for the Netherlands. https://assets.ctfassets.net/1u811bvgvthc/1olpiWHspce4AM7JExHm0a/b9dc3ce18d9f8a1e3fd5c5494c185733/ABN-AMRO_Non-financial_data_and_Engagement_2020.pdfWe consider  our roadmap to  an all electric car fleet to be well below 2°C aligned.See our this news item on  our carbon-neutral lease car feet ambition:https://www.abnamro.com/en/news/abn-amro-switches-over-to-electric-lease-carsPlease note: SBTi is not yet possible for the financial sector and we therefore can not select this option"	Positive
"ABN AMRO has introduced its Mission 2030 in 2017, which is also the base year of the CO2-emissions of this ambitions. The base year CO2 emissions without own facilities or facilities we rent is: 4,096.90 KTon CO2. For more details, please see our Sustainability Facts & Figures 2017, page 14: https://assets.ctfassets.net/1u811bvgvthc/40KILTa9UMYsdnSZzcxAv6/542b3ea70502f6b58a8d4e4d03fe92a5/ABN_AMRO_Sustainability_Facts_and_Figures_2017.pdfCurrent report indicated that emissions are 3,684 kTon in 2020 for mortgage portfolio and commercial real estate .  This corresponds with a 10% reduction.https://assets.ctfassets.net/1u811bvgvthc/1olpiWHspce4AM7JExHm0a/b9dc3ce18d9f8a1e3fd5c5494c185733/ABN-AMRO_Non-financial_data_and_Engagement_2020.pdf (Page 19)"	Positive
"ABS 5 target for scope 1 only includes the Netherlands as a region. No data is available for other regions. Since we have a target for 100% electric, we consider this  well below 2°C aligned.Target is for our scope 1 employee commuting, or as stated in our reporting as business travel by car lease. We only provide these figures for the Netherlands and that is the scope of this target. See page 14 in our non financial data report: https://assets.ctfassets.net/1u811bvgvthc/1olpiWHspce4AM7JExHm0a/b9dc3ce18d9f8a1e3fd5c5494c185733/ABN-AMRO_Non-financial_data_and_Engagement_2020.pdfWe have set the ambition to become carbon neutral for our car lease related emissions. More information about the electrification of our lease cars can be found here:https://www.abnamro.com/en/news/abn-amro-switches-over-to-electric-lease-carsPlease note: SBTi is not yet possible for the financial sector and we therefore can not select this option"	Positive
"We are reporting our scope 3 emissions globally. This target applies to our total scope 3 emissions from Business (air) travel.  Because commit to 50% reduction by 2030, we consider this to be well below 2°C aligned.Note that Covid19 had impact on the reported figures for this reporting year.Reported emissions can be found on page14 of our non financial data report:  https://assets.ctfassets.net/1u811bvgvthc/1olpiWHspce4AM7JExHm0a/b9dc3ce18d9f8a1e3fd5c5494c185733/ABN-AMRO_Non-financial_data_and_Engagement_2020.pdfWe have the ambition to reduce the emissions from business travel, for more info see: https://www.abnamro.com/en/news/abn-amro-joins-initiative-to-halve-carbon-emissions-from-business-travelPlease note: SBTi is not yet possible for the financial sector and we therefore can not select this option"	Positive
"Year-on-Year, we target to reduce the Greenhouse Gas (GHG) emissions across the facilities of Aboitiz Group, and it is measured by carbon productivity (computed as Operating revenues / Direct emissions)."	Positive
"This target is for all our operational emissions Scope 1 and 2 emissions globally and Scope 3 (covering transmission and distribution, business travel and home working emissions) and location based emissions."	Positive
"In 2019, we developed our 2030 Environmental Action Plan, which provides for the long-term reduction of our environmental impact based on a new set of targets that include, carbon emissions, energy, water, waste, paper, renewable energy, travel, green certification and carbon offsets. Our energy and carbon footprint baselines, which include all energy types, were externally verified and assured according to ISAE 3410 in the Assurance Engagements on Greenhouse Gas Statement."	Positive
"Abt has set a goal to decarbonize by 2050, with an interim 25% reduction target by 2021 compared to our 2012 base year. The scope of this absolute emissions reduction target includes Scope 1, Scope 2 (location-based), and Scope 3 (upstream) from our U.S.-based operations. Abt Associates was able to achieve our interim absolute reduction target in 2017. Emissions from 2012-2018 have been externally verified to a reasonable level of assurance for Scope 1 and 2, and limited assurance for Scope 3 emissions. Emissions from 2019 and 2020 will be externally verified during the 2021 calendar year, as per our biennial verification cycle. To date, Abt has achieved a 71.7% emissions reduction. In 2020, we expanded our inventory to include emissions sources from telecommuting as this became material during COVID-19, accounting for 17% of our total 2020 emissions.Having met and exceeded the initial emission reduction target, in 2020 Abt developed our new target for 2025 (Abt's fiscal year 2026, Q3), aligned with our next five-year strategy. This updated target is aligned with the latest climate science to meet the goal of the Paris Agreement—to limit global warming well below 2°C above pre-industrial levels and pursue efforts to limit warming to 1.5°C. Finally, we plan to seek verification with the Science Based Target Initiative (SBTi). Abt's new target is to reduce our global emissions by 33% compared to 2019 levels – our new base year. This target has an expanded scope that includes Abt Australia and Abt Britain operations, and expanded emission sources (i.e., telecommuting and project site offices) to follow best practices and capture the true extent of Abt's carbon footprint. Abt used the Absolute Contraction Approach methodology, defined in terms of an overall reduction in the amount of emissions emitted into the atmosphere by the target year (2050) relative to the base year, to set the minimum threshold of our intended reduction target. Abt's new 2019 base year reflects our pre-pandemic actions globally. As Abt completes verification of our global emissions inventory for 2019 and 2020, we will include these updated values and scopes as part of our response to the CDP for the 2022 reporting cycle."	Positive
"Abt has set a goal to decarbonize by 2050, with an interim 25% reduction target by 2021 compared to our 2012 base year. The scope of this absolute emissions reduction target includes Scope 1, Scope 2 (location-based), and Scope 3 (upstream) from our U.S.-based operations. Abt Associates was able to achieve our interim absolute reduction target in 2017. Emissions from 2012-2018 have been externally verified to a reasonable level of assurance for Scope 1 and 2, and limited assurance for Scope 3 emissions. Emissions from 2019 and 2020 will be externally verified during the 2021 calendar year, as per our biennial verification cycle. To date, Abt has achieved a 71.7% emissions reduction. In 2020, we expanded our inventory to include emissions sources from telecommuting as this became material during COVID-19, accounting for 17% of our total 2020 emissions.Having met and exceeded the initial emission reduction target, in 2020 Abt developed our new target for 2025 (Abt's fiscal year 2026, Q3), aligned with our next five-year strategy. This updated target is aligned with the latest climate science to meet the goal of the Paris Agreement—to limit global warming well below 2°C above pre-industrial levels and pursue efforts to limit warming to 1.5°C. Finally, we plan to seek verification with the Science Based Target Initiative (SBTi). Abt's new target is to reduce our global emissions by 33% compared to 2019 levels – our new base year. This target has an expanded scope that includes Abt Australia and Abt Britain operations, and expanded emission sources (i.e., telecommuting and project site offices) to follow best practices and capture the true extent of Abt's carbon footprint. Abt used the Absolute Contraction Approach methodology, defined in terms of an overall reduction in the amount of emissions emitted into the atmosphere by the target year (2050) relative to the base year, to set the minimum threshold of our intended reduction target. Abt's new 2019 base year reflects our pre-pandemic actions globally. As Abt completes verification of our global emissions inventory for 2019 and 2020, we will include these updated values and scopes as part of our response to the CDP for the 2022 reporting cycle."	Positive
"This is a rolling planning target, with annual emissions reduced by 2% compared to the previous year.In 2020, greenhouse gas emissions will increase by 1746.7 tCO2e, an increase of 4.7% compared with 2019. The main reason for the increase is the expansion of the scope included in the inventory in 2020. The Qiyan and Philippine Plant are included in the statistics in 2020, which were not included in 2019, and these 2 plants accounts for the increase of 15.5% of emissions. But if we consistent with the 2019 scope (Tamsui Plant, Dongguan Plant, Wuhan Plant) the emission is 33,138.10 tCO2e in 2020, a decrease of 3991.82 tCO2e which is 10.8% from 2019"	Positive
"Compared with the 2014 base year, we reduced emission by 9563.5 tCO2e, with a reduction rate of 19.7%. The scope included in the statistics in 2020 include Tamsui Plant, Dongguan Plant, Wuhan Plant, Qiyan, Philippine Plant."	Positive
"By 2025, we aim to reduce our absolute greenhouse gas emissions by 11%, our scope 1 and 2 greenhouse gas emissions by 65% and scope 1, 2 and 3 emissions per unit of revenue intensity by 40%. Our progress against those goals in 2020:• Total emissions—reflecting short-term impacts of the pandemic—decreased by 32% from our baseline, exceeding one aspect of our 2025 target• Scope 1 and 2 were reduced by 39%• Emissions per unit of revenue were reduced by 45%.This target relates to company-wide scope 1+2 (market-based) + scope 3 (upstream) emissions."	Positive
"ACCIONA has become the first Spanish energy company to join The Climate Pledge (TCP), an initiative co-founded by Amazon and the non-profit Global Optimism for businesses that commit to reach net-zero carbon emissions by 2040—a decade earlier than the Paris Climate Agreement's goal. This target covers the reduction part of the net-zero target."	Positive
"Scope 3 first 4 categories (purchased goods and services, capital goods, energy-related activities and upstream transportation and distribution), which are related to suppliers, cover an 78% of ACCIONA's scope 3 in 2017.ACCIONA has become the first Spanish energy company to join The Climate Pledge (TCP), an initiative co-founded by Amazon and the non-profit Global Optimism for businesses that commit to reach net-zero carbon emissions by 2040—a decade earlier than the Paris Climate Agreement's goal. This target covers the reduction part of the net-zero target."	Positive
This target is part of ACCIONA's science based target that covers the first four categories of scope 3 (abs 2). It has been introduced for alignment with Supplier Engagement Rating scoring criteria.	Positive
"In 2020, as part of the ongoing work to measure and track its carbon trajectory, Accor updated its carbon footprint based on 2019 calendar year data. The Group completed the submission of its climate strategy to the Science-Based Targets Initiative; this carbon trajectory is compatible with the Paris Accord to keep global warming under 1.5°C and has been validated by the SBTi."	Positive
"In 2020, as part of the ongoing work to measure and track its carbon trajectory, Accor updated its carbon footprint based on 2019 calendar year data. The Group completed the submission of its climate strategy to the Science-Based Targets Initiative; this carbon trajectory is compatible with the Paris Accord to keep global warming under 1.5°C and has been validated by the SBTi.The scope 3 categories included in this target are: purchased goods and services, fuel and energy-related activities and franchises (making up 88% of the total scope 3 emissions)."	Positive
"Accurate has removed some of our operating machinery which consumes a tremendous amount of electricity and we replaced it with more efficient machines.  With the more efficient machines, we do not need to run them for the same amount of hours as previous.  We also installed a PV array on the roof in Q3 of 2019 which has helped us get close. We are looking to expand the PV array on our roof to further offset purchased electricity."	Positive
"The reduction in energy consumption, at year 2024, will be reached thanks to several targets to be met: within water sector, environment sector, and electricity distribution sector. All sectors in fact have specific targets. In particular. Areti,(the Company that distributes electricity): as previous years, various interventions have been carried out in 2020 and are expected before year 2024: i) reduction of physical losses in the distribution network due to change in HV (from 60 kV to 150 kV), MV (from 8.4 kV to 20 kV), LV (from 231 V to 400 V); ii) new transformer installation - MV/LV transformers with very low losses; variation in the MV network configuration.  In various Group other also efficiency measures will be carried out.  Moreover, the reduction of Scope 2 emissions include installation of LED lighting systems of the Rome public lighting grid. Moreover, the Water company Acea Ato 2's Energy Efficiency Plan has a target of 12 GWh to 2024 considering water pumping system and other measures within the Integrated Water System. This target will be achieved through several activities of water leakage research and pressure management. Also Acea Ato 5 and AdF have planned efficiency measures. During 2020 some of these activities have been already completed.Moreover, Acea will try to formalize a Group SBT by engaging the companies for which this is feasible. Alternatively, it will in any case formalize a Group Target."	Positive
"In year 2016 Acea started elaborating a new strategy concerning a portion of the electricity consumed: main companies could certify the electricity consumed in the year as ''G.O.” (a garanzia d'origine=certificates of guarantees of origin). In 2017, 2018 and 2019  main companies already managed to use such certificates, that confirm the electricity origins from renewable sources, buying these certificates from Acea Energia. In year 2020, again main Companies consumed G.O. electricity: the Company Acea Energia sold G.O. energy to the main companies of the Group, meeting the target for the fourth year."	Positive
"In year 2016 Acea started elaborating a new strategy concerning a portion of the electricity consumed: main companies could certify the electricity consumed in the year as ''G.O.” (a garanzia d'origine=certificates of guarantees of origin). In 2020, again after the 3 years behind, main companies managed to use such certificates, that confirm the electricity origins from renewable sources, buying these certificates from Acea Energia. In 2024 we think also another Group Company will be able to join the others formulating a new contract and buying GO electricity for its uses."	Positive
"(1). The coverage of this target is 100% within Acer's operation boundary.(2). The gross emissions of the base year 2009 was 32,144 ton CO2e and  12,199 ton CO2e of the reporting year 2020.(3). The target is 60% reduction in 2020 to meet 12,858 ton CO2e emissions.(4). % of target achieved = (32144 - 12199)*100%/(32144-12858) = 103%(5) % of time = (2020 - 2009)/(2020 - 2009) = 100%"	Positive
"(1). The coverage of this target is 100% within Acer's operation boundary.(2). The gross emissions of the base year 2009 was 32,144 ton CO2e and 12,199 ton CO2e of the reporting year 2020.(3). The target is 80% reduction in 2020 to meet 6,428 ton CO2e emissions.(4). % of target achieved = (32144 - 12199)*100%/(32144-6428) = 77.6%(5) % of time = (2020 - 2009)/(2050 - 2009) = 26.8%"	Positive
"As part of the stainless steel industry sector, Acerinox is aligned with the Paris Agreement to limit global warming by undertaking ambitious efforts to combat climate change and adapt to its effects.  The Paris Agreement works on a 5- year cycle of increasingly ambitious climate action carried out by countries.  Accordingly, we have ratified our commitment to achieving carbon neutrality as a long term goal (2050) with intermediate steps such as 20% CO2 reduction by 2030.  Digital transformation, electrification o boost transport and industrial processes in an effort to reduce emissions, adopt alternative energies and increase efficiency and hydrogen support are the main channels through which Acerinox will descarbonise its value chain. Collaboration with the various social players will be key to overcoming possible difficulties in achieving this aim, such as the cost of CO2 and the new market's restrictions that Acerinox will widthstand, the price of renewable electrictricity and hydrogen's feasiblity. In 2020,  Acerinox  Europe signed 1,031,012 MWh of guaranteed origin of power installations from renweable sources for 10 years.  These emissions reported include VDM scope 1+2 (136,640 tCO2e) from March 2020, date of acquisition, until the end of the reporting year. It must be highlighted that VDM's emissions represent a 5% of the total covered emissions in the reporting year . Nevertheless, due to its recent integrarion verification was not carried out , but it is planned to be part of the scope verification for 2021"	Positive
"Minimizing our absolute emissions comes on top of ACIP's sustainability goals. To achieve this goal we have set ourselves targets to increase reliance on renewable energy by 33% by the end of 2025.To achieve the target we have dedicated all our available roof space to construct a 1 MW photovoltaic power generation plant. Simulation software has projected that the plant's average annual power output would be 1,690,000 kWh, covering 33% of ACIP's power consumption. The sustainability department has proposed the aspired project and received several offers from tenderers willing to build, own and operate the plant. ACIP's management is on the verge of signing a 25 year power purchasing agreement with one of three shortlisted companies to execute the project. The project is expected to be completed and operational by 2025."	Positive
"We plan to increase our energy efficiency up to 10% by the end of 2035 compared to the base year 2020. Building up on the 2025 target to increase reliance on renewable energy by 33%, increasing the energy efficiency is planned to reduce ACIP's overall Scope 1&2 emissions by 40% by 2038 compared to the base year 2020.To achieve the energy efficiency target, we are gradually replacing our existent lighting systems by modern energy saving LED lights. Additionally, compressed air conservation is being applied via reduced pressure operation and leakage detection among other compressor efficiency measures, which reduced the compressors' energy consumption significantly. Finally, there is a plan to gradually replace hydraulic machinery with modern, energy efficient all-electric machinery when they reach the end of their service life. Hydraulic machinery is expected to be phased out completely by 2038.Because all of ACIP's offices are at the same location as the factory, the target coverage is considered company wide."	Positive
"For our first -ever emissions reduction targets, we challenged all of our facilities to lower their energy consumption by 15% in a single year (by 2020), and 25% in 3 years (by 2022).  Several planned energy reduction initiatives were delayed during the Covid-19 pandemic.  We saw a 5.7% YOY reduction in energy consumption against our 15% target."	Positive
"For our first -ever emissions reduction targets, we challenged all of our facilities to lower their energy consumption by 15% in a single year (by 2020), and 25% in 3 years (by 2022).  Several planned energy reduction initiatives were delayed during the Covid-19 pandemic.  We saw a 5.7% YOY reduction in energy consumption against our 3-year 25% target."	Positive
"For our first -ever emissions reduction targets, we challenged our product teams and production facilities to reduce CO2e from inputs (steel, aluminum, cardboard and shipping fuel) by 15% in a single year (by 2020), and 25% in 3 years (by 2022)."	Positive
"For our first -ever emissions reduction targets, we challenged our product teams and production facilities to reduce CO2e from inputs (steel, aluminum, cardboard and shipping fuel) by 15% in a single year (by 2020), and 25% in 3 years (by 2022)."	Positive
"Absolute scope 1 emissions have decreased year on year by 42%, and are 49% lower compared to the baseline. While a number of reduction measures have been put in place across our operations, we can't disregard the significant but singular effects of Covid-19 and corresponding office closures, working from home requirements and business travel restrictions on our carbon footprint. In 2020, we have committed to new emission reduction targets for 2030 with 2018 as the base year, retiring the targets set in 2012 until 2022. This followed a change in how we calculate our emissions data and close data gaps in 2019 (for 2018 data), to a methodology that is more stringent and conservative than in previous years particularly as compared to the calculation of the original 2012 baseline, thus significantly increasing the quality, comprehensiveness and representativeness of data. The target covers all operations of the Adecco Group under its immediate control as reported in the 2020 Annual Report. It was set in line with the methodology of the Science-Based Targets Initiative, consistent with the level of decarbonization required to keep global temperature increase to 1.5°C compared with pre-industrial levels. We are currently exploring the submission of these targets to the SBTI for formal approval."	Positive
"Absolute scope 2 emissions have decreased year on year by 19%, and are 21% lower compared to the baseline.  While a number of reduction measures have been put in place across our operations, we can't disregard the significant but singular effects of Covid-19 and corresponding office closures, working from home requirements and business travel restrictions on our carbon footprint. In 2020, we have committed to new emission reduction targets for 2030 with 2018 as the base year, retiring the targets set in 2012 until 2022. This followed a change in how we calculate our emissions data and close data gaps in 2019 (for 2018 data), to a methodology that is more stringent and conservative than in previous years particularly as compared to the calculation of the original 2012 baseline, thus significantly increasing the quality, comprehensiveness and representativeness of data. The target covers all operations of the Adecco Group under its immediate control as reported in the 2020 Annual Report. It was set in line with the methodology of the Science-Based Targets Initiative, consistent with the level of decarbonization required to keep global temperature increase to 1.5°C compared with pre-industrial levels. We are currently exploring the submission of these targets to the SBTI for formal approval."	Positive
"Absolute scope 3 emissions have decreased year on year by 42%, and are 48% lower compared to the baseline.  While a number of reduction measures have been put in place across our operations, we can't disregard the significant but singular effects of Covid-19 and corresponding office closures, working from home requirements and business travel restrictions on our carbon footprint. In 2020, we have committed to new emission reduction targets for 2030 with 2018 as the base year, retiring the targets set in 2012 until 2022. This followed a change in how we calculate our emissions data and close data gaps in 2019 (for 2018 data), to a methodology that is more stringent and conservative than in previous years particularly as compared to the calculation of the original 2012 baseline, thus significantly increasing the quality, comprehensiveness and representativeness of data. The target covers all operations of the Adecco Group under its immediate control as reported in the 2020 Annual Report. The target was set in line with the methodology of the Science-Based Targets Initiative, consistent with the level of decarbonization required to keep global temperature increase to 1.5°C compared with pre-industrial levels. We are currently exploring the submission of these targets to the SBTI for formal approval."	Positive
"Coverage Explanation:The sites included in this reporting year covered 97% of our employees (excluding retail employees). Sites are located all over the world and are chosen to be part of reporting based on a criteria of size (both in square meters and employees) and type (for example distribution centers). In 2020 our reporting boundary (Green Company Scope) doesn't include Own Retail for Scope 1 and 2.The base year covered 75% of the employees and increased every year. For example, in 2018 we covered 90%. In the baseline year, 15 of our key locations reported data into our data system. This scope has been expanded each year to include as well smaller locations. In 2020, 104 locations are in the reporting scope, so all offices, production sites and distribution centers that adidas operates are included the system. For reporting purposes, multiple buildings are combined into one site. Some adidas employees work in shared offices or in space provided by our suppliers. Adidas has no control over this data and these spaces are therefore not part of the data collection. I.e. sites smaller than 1000sqm and 50sqm do not have a relevant impact on the total consumption of adidas.Green Company Report:  https://www.adidas-group.com/media/filer_public/f8/10/f8105750-28cb-4a13-9e2c-7031785b2c92/adidas_gcr_2020_en.pdfScience Based Target Explanation:In 2015, adidas set an annual absolute net emission reduction target of 3 % for combined Scope 1 and 2, which aggregates to 15% until 2020. In 2020, adidas achieved a reduction of 55% in combined Scope 1 and 2 emissions. The big increase in savings was the implementation  of RECs in our key locations in North America and Europe."	Positive
"The covered emissions in base year describe the Scope 1+2 GHG emissions inventory (excluding 3% emissions from facilities smaller than 2,000 sqm as they do not contribute significantly to overall adidas emissions) as stated by adidas in its absolute Scope 1+2 Science Based Target. adidas will begin reporting its  Scope 1+2 Science Based Target emission reduction progress in the next reporting year."	Positive
"The covered emissions in base year describe the Scope 3 GHG emissions inventory that are in the scope of the target  (excludes approximately 8% of Scope 3 emissions which are the following categories:  fuel and energy related activities, waste generated in operations, employee commuting, use of sold products, and franchises) as stated by adidas in its absolute Scope 3 Science Based Target. adidas will begin reporting its Scope 3 Science Based Target emission reduction progress in the next reporting year."	Positive
"Each production plant has a plan to achieve their targets each year.They are different from each other and are having a effect on the volumes of pieces which are demanded.How more parts are requested, the more energy is required to achief the requested volume.And they way around, when less volumes will be used, the lower the used energy is requiredFor the year 2020 we had less production due to Corona and chip shortage, which gave us a more global save in energy use"	Positive
This target covers 100% of scope 1 and 2 emissions arising from our workplaces and managed data centers.  Primary emissions sources include stationary combustion of natural gas and diesel and purchased electricity.  We are targeting a 35% reduction in emissions by FY2025 compared with FY2018.	Positive
"This target covers business travel, with the primary contributor being air travel.  We are targeting a 30% reduction in emissions by FY2025 compared with FY2018.  COVID19 pandemic related travel restrictions resulting in a very significant reduction in business travel in the reporting year."	Positive
"We updated our target ambition of Scope 2  from 2°C to 1.5°C in order to comply with the most recent climate science. It was officially approved in 2020. The target covers complete Scope 2 and has runtime of 16 years, therefore 67% absolute (16x4.2%).Originally,  our Scope 2  target, compatible with the former global target of a maximum global warming of 2°C, was set in 2017 and officially approved by SBTi in March 2019.  In 2020, we tightened our Scope 2 target to ensure it is compatible with the new global target of a maximum global warming of 1.5 °C. The base year and the target year were retained as before."	Positive
"We updated our Scope 1 target  from 2.0°C to 1.5°C pathway  in 2020. The target covers ~79% of total Scope 1 emissions (Natural gas + car fleet) and refers to the car fleet. It aims at 67% reduction over 16 years runtime (16x4.2%).Originally,  our Scope 2  target, compatible with the former global target of a maximum global warming of 2°C, was set in 2017 and officially approved by SBTi in March 2019.  In 2020, we tightened our Scope 2 target to ensure it is compatible with the new global target of a maximum global warming of 1.5 °C. The base year and the target year were retained as before."	Positive
"Refers to sold-product use-phase emissions, which cover 80% of our total Scope 3 emissions. All emissions (100%) of the sold-product use-phase are covered. This target was submitted in 2017 and approved by SBTi in 2019.It was part of our original 2°C target. It was kept when improving  to 1.5°C targets. The target itself may not be aligned with neither new 2°C nor 1.5°C definitions. However, it has to counteract very strong ICT throughput growth (and therefore is a small but absolute target). In total, these emissions are also massively over compensated by the Greening-by-ICT climate-change mitigation potential."	Positive
"We have set this YoY target based on our historical performance in reducing emissions from our direct operations on a yearly basis. In our first iteration of this year on year target, CY2018 was our baseline GHG Inventory year."	Positive
"We have set this YoY target based on our historical performance in reducing emissions from our direct operations on a yearly basis. In the second iteration of this year-on-year target, CY2019 is our baseline GHG Inventory year. Advance expects to set both a medium and long-term emissions reduction target in the future."	Positive
"We have set this YoY target based on our historical performance in reducing emissions from our direct operations on a yearly basis. In the second iteration of this year-on-year target, CY2020 is our baseline GHG Inventory year. Advance expects to set both a medium and long-term emissions reduction target in the future."	Positive
"AE has set a goal to reduce its Scope 2, location-based emissions by 2.5% from the base year of 2014 in terms of absolute CO2 and CO2 equivalent greenhouse gas emissions. AE has achieved and is on track to exceed this goal. In order to reach the 2.5% reduction, absolute Scope 2 CO2e emissions needed to be reduced by 1,807 metric tonnes. From 2014 to 2020 there was a decrease of 42,083 metric tonnes, resulting in a 58% absolute reduction from the base year."	Positive
"In 2020, performance against our 20% GHG reduction goal by 2020 for scope 1 and 2 emissions was a 38% reduction from the 2014 goal baseline. We have reduced energy use by 17 percent since 2014. In 2020, AMD sourced 34 million kwh in renewable energy certificates (RECs) in the U.S. (Green-E certified wind) and China (iRECs wind) which represented 28% of global energy use, enough to power approximately 4,420 homes in the U.S. for a year (based on EPA's Greenhouse Gas Equivalency calculator)AMD is announcing a new SBT for operations in August 2021."	Positive
Abs1????????????Scope1+Scope2(???????)??)????Scope1+Scope2???????????????????30%????60?????????????????????????????SBT?1.5???????????????SBT???????????????2020?8??SBT??????????????????	Positive
"This is applicable to Scope 1 emissions at all our operations. The target is a reduction of 20% by 2025. Baselines were determined by analysing data over the period 2017 to 2019.The target has not yet been achieved, but continues to be pursued. We are working towards achieving the target by implementing a number of emission reduction projects.The target is not a science-based target. However, we will consider science-based targeting as we look to setting targets for 2030."	Positive
"This is applicable to the Scope 2 emissions (location-based) of all our operations. The target is a reduction of 8% by 2025. Baselines were determined by analysing data over the period 2017 to 2019.Although we achieved the target in 2020, the absolute target that needs to be achieved by 2025 is still being pursued. We acknowledge that some of the reduction in electricity consumption in 2020 was because of the impact of COVID-19 on operational activities and not only energy efficiency initiatives. As such, we will continue to implement energy efficiency projects to ensure that the target is realised in 2025.The target is not a science-based target. However, we will consider science-based targeting as we look to setting targets for 2030."	Positive
"In early 2021, Aegon UK publicly committed to achieving net zero carbon emissions in their default solutions by 2050 with the aim of exploring the feasibility of reducing them by half by 2030. As a workplace pension provider, Aegon UK is seeking to take a more active position in addressing climate change while supporting the UK Government's own 2050 net zero ambition."	Positive
"In early 2021, Aegon UK publicly committed to achieving net zero carbon emissions in their default solutions by 2050 with the aim of exploring the feasibility of reducing them by half by 2030. As a workplace pension provider, Aegon UK is seeking to take a more active position in addressing climate change while supporting the UK Government's own 2050 net zero ambition."	Positive
"Airports have great potential for implementing renewable energy, due to their unique conditions and infrastructure. Thus, the challenge is to integrate the renewable energy systems that are increasingly important in energy provision. As part of the new Climate change strategy, Aena has set as an objective the achievement of 100% renewable energy use for its electricity consumption by 2030. Which will come either from self-generation sources or from Guarantees of Origin, with the ultimate aim of achieving carbon neutrality for its main airports and an overall use of 100% renewable energy."	Positive
"Released and adopted mid-2019, and revised in 2020, in an effort to align with the objectives set by the Paris Agreement, ACI, of which Aena is a member, has committed to achieve net zero carbon emissions from airport operations fully within their own control (Scope 1 and 2) by 2040 at the latest, reducing absolute emissions to the furthest extent possible and addressing any remaining emissions through investment in carbon removal and storage."	Positive
The target is set to be achieved by the end of 2022.	Positive
Planned target for fuel consumption and emission is fixed for the year. In the end of this year fact fuel consumption is compared with planned fuel consumption. The fact indicator is not exceeded the planned indicator.	Positive
"The company has assumed the goal of neutralizing its emissions by 2025 and making them positive by 2030. For the purposes of completing the CDP, and due to the format restrictions of question 4.1a, AES Brasil identified a reduction target of 100% in relation to the base year. However, it is worth clarifying that the target assumed by the company covers the neutralization of 100% of emissions by 2025, which may combine emission reduction strategies and compensation through the purchase of carbon credits.In 2020, the company has already neutralized its emissions for the period (845.97 tCO2e) through the purchase of carbon credits from a forest preservation project with the Friends of the Climate initiative. Therefore, for calculation purposes in this CDP questionnaire form, the value of 0 tCO2e in the year was inserted (achievement of 100% of the goal).All emissions figures presented here in the CDP consider the consolidated metric tons of CO2e of AES Brasil Energia S.A. and all subsidiaries. In the GHG Protocol public tool, until 2019, emissions were presented separately by company."	Positive
AMG has achieved our reduction target through decreased usage directly resulting from enhancements to our energy efficiency.	Positive
"This target is inclusive of Scope 1 and 2 emissions from Aflac Japan and Scope 2 emissions from US operations. The target was updated most recently by a pledge from Aflac US in 2020 to further reduce its Scope 2 emissions to increase the targeted base reduction from 71.5 to 75. Aflac, Incorporated became carbon neutral in 2020 for Scopes 1 and 2 by reducing emissions and by purchasing renewable energy credits and carbon offsets. We anticipate setting a Science-Based Target in the next two years provided no material change in industry and sustainability best practices."	Positive
"This is a carbon neutrality target.This target is inclusive of Scope 1, 2 and 3 (relevant categories 1-14) emissions from Aflac US, Japan, and Northern Ireland operations. Aflac became carbon neutral in 2020 for Scopes 1 and 2 by reducing emissions and by purchasing renewable energy credits, J-credits, and carbon offsets.We anticipate setting a Science-Based Target in the next two years provided no material change in industry and sustainability best practices."	Positive
The implementation of projects are underway.	Positive
AGC???????GHG??????????????????????	Positive
"In FY2015, AGL committed in its Greenhouse Gas Policy to close all conventional coal power stations by 2050. The above represents the reduction of emissions from the Liddell Power Station. Liddell is scheduled to close at the end of calendar year 2022 and therefore the full impact of the closure will not be seen until financial year 2024.This represents a point in time closure and the target will not be achieved until the closure takes effect. The variance shown is usual variance related to operational changes at Liddell.Note that base, start and target year represent the end of the corresponding financial year statement."	Positive
"In FY2015, AGL committed in its Greenhouse Gas Policy to close all conventional coal power stations by 2050. The above represents the reduction of emissions from the Bayswater and Liddell coal fired power stations. Bayswater is scheduled to close at the end of calendar year 2035 and therefore the full impact of the closure will not be seen until financial year 2037.This represents a point in time closure and the target will not be achieved until the closure takes effect. The variance shown is usual variance related to operational changes at the power stations.Note that base, start and target year represent the end of the corresponding financial year statement."	Positive
